close,net_change,date
4922.750975,50.94,1995-11-15 00:00:00.0
4969.355619,46.60,1995-11-16 00:00:00.0
4989.948368,20.59,1995-11-17 00:00:00.0
4983.084118,-6.86,1995-11-20 00:00:00.0
5023.547065,40.46,1995-11-21 00:00:00.0
5041.61088,18.06,1995-11-22 00:00:00.0
5041.61088,0.00,1995-11-23 00:00:00.0
5048.836406,7.23,1995-11-24 00:00:00.0
5070.874261,22.04,1995-11-27 00:00:00.0
5078.099787,7.23,1995-11-28 00:00:00.0
5105.556787,27.46,1995-11-29 00:00:00.0
5074.487024,-31.07,1995-11-30 00:00:00.0
5087.131695,12.64,1995-12-01 00:00:00.0
5139.51676,52.39,1995-12-04 00:00:00.0
5177.450772,37.93,1995-12-05 00:00:00.0
5199.127351,21.68,1995-12-06 00:00:00.0
5159.386957,-39.74,1995-12-07 00:00:00.0
5156.858023,-2.53,1995-12-08 00:00:00.0
5184.315022,27.46,1995-12-11 00:00:00.0
5174.921838,-9.39,1995-12-12 00:00:00.0
5216.468613,41.55,1995-12-13 00:00:00.0
5182.147364,-34.32,1995-12-14 00:00:00.0
5176.72822,-5.42,1995-12-15 00:00:00.0
5075.209577,-101.52,1995-12-18 00:00:00.0
5109.892103,34.68,1995-12-19 00:00:00.0
5059.313419,-50.58,1995-12-20 00:00:00.0
5096.524879,37.21,1995-12-21 00:00:00.0
5097.969984,1.45,1995-12-22 00:00:00.0
5097.969984,0.00,1995-12-25 00:00:00.0
5110.253379,12.28,1995-12-26 00:00:00.0
5105.918063,-4.34,1995-12-27 00:00:00.0
5095.802327,-10.12,1995-12-28 00:00:00.0
5117.117629,21.32,1995-12-29 00:00:00.0
5117.117629,0.00,1996-01-01 00:00:00.0
5177.450772,60.33,1996-01-02 00:00:00.0
5194.069482,16.62,1996-01-03 00:00:00.0
5173.838009,-20.23,1996-01-04 00:00:00.0
5181.424812,7.59,1996-01-05 00:00:00.0
5197.682245,16.26,1996-01-08 00:00:00.0
5130.123576,-67.56,1996-01-09 00:00:00.0
5032.940249,-97.18,1996-01-10 00:00:00.0
5065.09384,32.15,1996-01-11 00:00:00.0
5061.119801,-3.97,1996-01-12 00:00:00.0
5043.778538,-17.34,1996-01-15 00:00:00.0
5088.215524,44.44,1996-01-16 00:00:00.0
5066.900222,-21.32,1996-01-17 00:00:00.0
5124.343155,57.44,1996-01-18 00:00:00.0
5184.676298,60.33,1996-01-19 00:00:00.0
5219.358824,34.68,1996-01-22 00:00:00.0
5192.263101,-27.10,1996-01-23 00:00:00.0
5242.841784,50.58,1996-01-24 00:00:00.0
5216.82989,-26.01,1996-01-25 00:00:00.0
5271.743889,54.91,1996-01-26 00:00:00.0
5304.981309,33.24,1996-01-29 00:00:00.0
5381.21061,76.23,1996-01-30 00:00:00.0
5395.300386,14.09,1996-01-31 00:00:00.0
5405.054846,9.75,1996-02-01 00:00:00.0
5373.985084,-31.07,1996-02-02 00:00:00.0
5407.58378,33.60,1996-02-05 00:00:00.0
5459.607569,52.02,1996-02-06 00:00:00.0
5492.122437,32.51,1996-02-07 00:00:00.0
5539.449633,47.33,1996-02-08 00:00:00.0
5541.617291,2.17,1996-02-09 00:00:00.0
5600.144053,58.53,1996-02-12 00:00:00.0
5601.227882,1.08,1996-02-13 00:00:00.0
5579.551303,-21.68,1996-02-14 00:00:00.0
5551.371751,-28.18,1996-02-15 00:00:00.0
5503.322002,-48.05,1996-02-16 00:00:00.0
5503.322002,0.00,1996-02-19 00:00:00.0
5458.52374,-44.80,1996-02-20 00:00:00.0
5515.966673,57.44,1996-02-21 00:00:00.0
5608.453408,92.49,1996-02-22 00:00:00.0
5630.491263,22.04,1996-02-23 00:00:00.0
5565.100251,-65.39,1996-02-26 00:00:00.0
5549.204093,-15.90,1996-02-27 00:00:00.0
5506.212213,-42.99,1996-02-28 00:00:00.0
5485.619463,-20.59,1996-02-29 00:00:00.0
5536.559422,50.94,1996-03-01 00:00:00.0
5600.144053,63.58,1996-03-04 00:00:00.0
5642.413381,42.27,1996-03-05 00:00:00.0
5629.76871,-12.64,1996-03-06 00:00:00.0
5641.690828,11.92,1996-03-07 00:00:00.0
5470.445858,-171.25,1996-03-08 00:00:00.0
5580.996408,110.55,1996-03-11 00:00:00.0
5583.886619,2.89,1996-03-12 00:00:00.0
5568.713014,-15.17,1996-03-13 00:00:00.0
5586.054277,17.34,1996-03-14 00:00:00.0
5584.970448,-1.08,1996-03-15 00:00:00.0
5683.59888,98.63,1996-03-18 00:00:00.0
5669.509104,-14.09,1996-03-19 00:00:00.0
5655.419328,-14.09,1996-03-20 00:00:00.0
5626.8785,-28.54,1996-03-21 00:00:00.0
5636.63296,9.75,1996-03-22 00:00:00.0
5643.858486,7.23,1996-03-25 00:00:00.0
5670.592933,26.73,1996-03-26 00:00:00.0
5626.8785,-43.71,1996-03-27 00:00:00.0
5630.852539,3.97,1996-03-28 00:00:00.0
5587.138106,-43.71,1996-03-29 00:00:00.0
5637.716789,50.58,1996-04-01 00:00:00.0
5671.676762,33.96,1996-04-02 00:00:00.0
5689.740577,18.06,1996-04-03 00:00:00.0
5682.876327,-6.86,1996-04-04 00:00:00.0
5682.876327,0.00,1996-04-05 00:00:00.0
5594.363632,-88.51,1996-04-08 00:00:00.0
5560.403659,-33.96,1996-04-09 00:00:00.0
5485.980739,-74.42,1996-04-10 00:00:00.0
5487.064568,1.08,1996-04-11 00:00:00.0
5532.585383,45.52,1996-04-12 00:00:00.0
5592.918527,60.33,1996-04-15 00:00:00.0
5620.01425,27.10,1996-04-16 00:00:00.0
5549.926646,-70.09,1996-04-17 00:00:00.0
5551.733027,1.81,1996-04-18 00:00:00.0
5535.475594,-16.26,1996-04-19 00:00:00.0
5564.738975,29.26,1996-04-22 00:00:00.0
5588.583211,23.84,1996-04-23 00:00:00.0
5553.900685,-34.68,1996-04-24 00:00:00.0
5566.906632,13.01,1996-04-25 00:00:00.0
5567.990461,1.08,1996-04-26 00:00:00.0
5573.409606,5.42,1996-04-29 00:00:00.0
5569.07429,-4.34,1996-04-30 00:00:00.0
5575.215987,6.14,1996-05-01 00:00:00.0
5498.264134,-76.95,1996-05-02 00:00:00.0
5478.032661,-20.23,1996-05-03 00:00:00.0
5464.304161,-13.73,1996-05-06 00:00:00.0
5420.951004,-43.35,1996-05-07 00:00:00.0
5474.058621,53.11,1996-05-08 00:00:00.0
5475.14245,1.08,1996-05-09 00:00:00.0
5518.134331,42.99,1996-05-10 00:00:00.0
5582.591408,64.46,1996-05-13 00:00:00.0
5624.701871,42.11,1996-05-14 00:00:00.0
5625.440651,0.74,1996-05-15 00:00:00.0
5635.044791,9.60,1996-05-16 00:00:00.0
5687.498175,52.45,1996-05-17 00:00:00.0
5748.816918,61.32,1996-05-20 00:00:00.0
5736.257658,-12.56,1996-05-21 00:00:00.0
5777.99873,41.74,1996-05-22 00:00:00.0
5762.114959,-15.88,1996-05-23 00:00:00.0
5762.853739,0.74,1996-05-24 00:00:00.0
5762.853739,0.00,1996-05-27 00:00:00.0
5709.661576,-53.19,1996-05-28 00:00:00.0
5673.830744,-35.83,1996-05-29 00:00:00.0
5693.408415,19.58,1996-05-30 00:00:00.0
5643.171372,-50.24,1996-05-31 00:00:00.0
5624.701871,-18.47,1996-06-03 00:00:00.0
5665.704163,41.00,1996-06-04 00:00:00.0
5697.471705,31.77,1996-06-05 00:00:00.0
5667.181723,-30.29,1996-06-06 00:00:00.0
5697.102315,29.92,1996-06-07 00:00:00.0
5687.867565,-9.23,1996-06-10 00:00:00.0
5668.659284,-19.21,1996-06-11 00:00:00.0
5668.289893,-0.37,1996-06-12 00:00:00.0
5657.946973,-10.34,1996-06-13 00:00:00.0
5649.451002,-8.50,1996-06-14 00:00:00.0
5652.775513,3.32,1996-06-17 00:00:00.0
5628.026381,-24.75,1996-06-18 00:00:00.0
5648.342832,20.32,1996-06-19 00:00:00.0
5659.424533,11.08,1996-06-20 00:00:00.0
5705.228896,45.80,1996-06-21 00:00:00.0
5717.788156,12.56,1996-06-24 00:00:00.0
5719.265717,1.48,1996-06-25 00:00:00.0
5682.696104,-36.57,1996-06-26 00:00:00.0
5677.524644,-5.17,1996-06-27 00:00:00.0
5654.622463,-22.90,1996-06-28 00:00:00.0
5729.978027,75.36,1996-07-01 00:00:00.0
5720.373887,-9.60,1996-07-02 00:00:00.0
5703.012556,-17.36,1996-07-03 00:00:00.0
5703.012556,0.00,1996-07-04 00:00:00.0
5588.132259,-114.88,1996-07-05 00:00:00.0
5550.823866,-37.31,1996-07-08 00:00:00.0
5581.852628,31.03,1996-07-09 00:00:00.0
5603.64664,21.79,1996-07-10 00:00:00.0
5520.533885,-83.11,1996-07-11 00:00:00.0
5510.560354,-9.97,1996-07-12 00:00:00.0
5349.506304,-161.05,1996-07-15 00:00:00.0
5358.753828,9.25,1996-07-16 00:00:00.0
5376.878971,18.13,1996-07-17 00:00:00.0
5464.175575,87.30,1996-07-18 00:00:00.0
5426.815587,-37.36,1996-07-19 00:00:00.0
5390.935203,-35.88,1996-07-22 00:00:00.0
5346.5471,-44.39,1996-07-23 00:00:00.0
5354.684919,8.14,1996-07-24 00:00:00.0
5422.006876,67.32,1996-07-25 00:00:00.0
5473.053195,51.05,1996-07-26 00:00:00.0
5434.583506,-38.47,1996-07-29 00:00:00.0
5481.930816,47.35,1996-07-30 00:00:00.0
5528.908226,46.98,1996-07-31 00:00:00.0
5594.75058,65.84,1996-08-01 00:00:00.0
5679.827779,85.08,1996-08-02 00:00:00.0
5674.279266,-5.55,1996-08-05 00:00:00.0
5696.103417,21.82,1996-08-06 00:00:00.0
5718.66737,22.56,1996-08-07 00:00:00.0
5713.488758,-5.18,1996-08-08 00:00:00.0
5681.307382,-32.18,1996-08-09 00:00:00.0
5704.981038,23.67,1996-08-12 00:00:00.0
5647.276503,-57.70,1996-08-13 00:00:00.0
5666.881249,19.60,1996-08-14 00:00:00.0
5665.771546,-1.11,1996-08-15 00:00:00.0
5689.445201,23.67,1996-08-16 00:00:00.0
5699.432525,9.99,1996-08-19 00:00:00.0
5721.256676,21.82,1996-08-20 00:00:00.0
5689.815102,-31.44,1996-08-21 00:00:00.0
5733.463404,43.65,1996-08-22 00:00:00.0
5722.736279,-10.73,1996-08-23 00:00:00.0
5693.884012,-28.85,1996-08-26 00:00:00.0
5711.269352,17.39,1996-08-27 00:00:00.0
5712.379055,1.11,1996-08-28 00:00:00.0
5647.646404,-64.73,1996-08-29 00:00:00.0
5616.20483,-31.44,1996-08-30 00:00:00.0
5616.20483,0.00,1996-09-02 00:00:00.0
5648.386205,32.18,1996-09-03 00:00:00.0
5656.893925,8.51,1996-09-04 00:00:00.0
5606.957309,-49.94,1996-09-05 00:00:00.0
5659.853132,52.90,1996-09-06 00:00:00.0
5733.833305,73.98,1996-09-09 00:00:00.0
5727.17509,-6.66,1996-09-10 00:00:00.0
5754.917654,27.74,1996-09-11 00:00:00.0
5771.933094,17.02,1996-09-12 00:00:00.0
5838.51525,66.58,1996-09-13 00:00:00.0
5889.191668,50.68,1996-09-16 00:00:00.0
5888.821768,-0.37,1996-09-17 00:00:00.0
5877.354841,-11.47,1996-09-18 00:00:00.0
5867.737418,-9.62,1996-09-19 00:00:00.0
5888.451867,20.71,1996-09-20 00:00:00.0
5894.740181,6.29,1996-09-23 00:00:00.0
5874.025733,-20.71,1996-09-24 00:00:00.0
5877.354841,3.33,1996-09-25 00:00:00.0
5868.847121,-8.51,1996-09-26 00:00:00.0
5872.91603,4.07,1996-09-27 00:00:00.0
5882.163552,9.25,1996-09-30 00:00:00.0
5904.897624,22.73,1996-10-01 00:00:00.0
5933.967431,29.07,1996-10-02 00:00:00.0
5932.849361,-1.12,1996-10-03 00:00:00.0
5992.852423,60.00,1996-10-04 00:00:00.0
5979.808279,-13.04,1996-10-07 00:00:00.0
5966.764135,-13.04,1996-10-08 00:00:00.0
5930.613222,-36.15,1996-10-09 00:00:00.0
5921.668666,-8.94,1996-10-10 00:00:00.0
5969.372964,47.70,1996-10-11 00:00:00.0
6009.996155,40.62,1996-10-14 00:00:00.0
6004.778498,-5.22,1996-10-15 00:00:00.0
6020.80416,16.03,1996-10-16 00:00:00.0
6059.191213,38.39,1996-10-17 00:00:00.0
6094.224056,35.03,1996-10-18 00:00:00.0
6090.869848,-3.35,1996-10-21 00:00:00.0
6061.800041,-29.07,1996-10-22 00:00:00.0
6036.457133,-25.34,1996-10-23 00:00:00.0
5992.479733,-43.98,1996-10-24 00:00:00.0
6007.014637,14.53,1996-10-25 00:00:00.0
5972.727173,-34.29,1996-10-28 00:00:00.0
6007.014637,34.29,1996-10-29 00:00:00.0
5993.225113,-13.79,1996-10-30 00:00:00.0
6029.376026,36.15,1996-10-31 00:00:00.0
6021.92223,-7.45,1996-11-01 00:00:00.0
6041.674791,19.75,1996-11-04 00:00:00.0
6081.179912,39.51,1996-11-05 00:00:00.0
6177.706578,96.53,1996-11-06 00:00:00.0
6206.031005,28.32,1996-11-07 00:00:00.0
6219.820528,13.79,1996-11-08 00:00:00.0
6255.598752,35.78,1996-11-11 00:00:00.0
6266.034067,10.44,1996-11-12 00:00:00.0
6274.233243,8.20,1996-11-13 00:00:00.0
6312.992985,38.76,1996-11-14 00:00:00.0
6348.025829,35.03,1996-11-15 00:00:00.0
6346.907759,-1.12,1996-11-18 00:00:00.0
6397.593576,50.69,1996-11-19 00:00:00.0
6430.017591,32.42,1996-11-20 00:00:00.0
6418.464206,-11.55,1996-11-21 00:00:00.0
6471.758851,53.29,1996-11-22 00:00:00.0
6547.787576,76.03,1996-11-25 00:00:00.0
6528.407705,-19.38,1996-11-26 00:00:00.0
6499.337899,-29.07,1996-11-27 00:00:00.0
6499.337899,0.00,1996-11-28 00:00:00.0
6521.699288,22.36,1996-11-29 00:00:00.0
6521.699288,0.00,1996-12-02 00:00:00.0
6442.689045,-79.01,1996-12-03 00:00:00.0
6422.936484,-19.75,1996-12-04 00:00:00.0
6437.098697,14.16,1996-12-05 00:00:00.0
6381.940603,-55.16,1996-12-06 00:00:00.0
6463.932365,81.99,1996-12-09 00:00:00.0
6473.249611,9.32,1996-12-10 00:00:00.0
6402.512114,-70.74,1996-12-11 00:00:00.0
6303.710287,-98.80,1996-12-12 00:00:00.0
6304.863616,1.15,1996-12-13 00:00:00.0
6268.34154,-36.52,1996-12-16 00:00:00.0
6308.323602,39.98,1996-12-17 00:00:00.0
6346.767893,38.44,1996-12-18 00:00:00.0
6473.634051,126.87,1996-12-19 00:00:00.0
6484.398452,10.76,1996-12-20 00:00:00.0
6489.011767,4.61,1996-12-23 00:00:00.0
6522.842742,33.83,1996-12-24 00:00:00.0
6522.842742,0.00,1996-12-25 00:00:00.0
6546.678202,23.84,1996-12-26 00:00:00.0
6560.90259,14.22,1996-12-27 00:00:00.0
6549.369303,-11.53,1996-12-30 00:00:00.0
6448.260819,-101.11,1996-12-31 00:00:00.0
6448.260819,0.00,1997-01-01 00:00:00.0
6442.48832,-5.77,1997-01-02 00:00:00.0
6544.084218,101.60,1997-01-03 00:00:00.0
6567.174194,23.09,1997-01-06 00:00:00.0
6600.654661,33.48,1997-01-07 00:00:00.0
6549.471879,-51.18,1997-01-08 00:00:00.0
6625.668802,76.20,1997-01-09 00:00:00.0
6703.78989,78.12,1997-01-10 00:00:00.0
6709.177551,5.39,1997-01-13 00:00:00.0
6762.284497,53.11,1997-01-14 00:00:00.0
6726.879866,-35.40,1997-01-15 00:00:00.0
6765.363161,38.48,1997-01-16 00:00:00.0
6833.093759,67.73,1997-01-17 00:00:00.0
6843.869081,10.78,1997-01-20 00:00:00.0
6883.891708,40.02,1997-01-21 00:00:00.0
6850.026408,-33.87,1997-01-22 00:00:00.0
6755.742337,-94.28,1997-01-23 00:00:00.0
6696.478064,-59.26,1997-01-24 00:00:00.0
6660.6886,-35.79,1997-01-27 00:00:00.0
6656.070605,-4.62,1997-01-28 00:00:00.0
6740.733852,84.66,1997-01-29 00:00:00.0
6823.857768,83.12,1997-01-30 00:00:00.0
6813.082446,-10.78,1997-01-31 00:00:00.0
6806.155453,-6.93,1997-02-03 00:00:00.0
6833.478592,27.32,1997-02-04 00:00:00.0
6746.891179,-86.59,1997-02-05 00:00:00.0
6773.05982,26.17,1997-02-06 00:00:00.0
6855.798903,82.74,1997-02-07 00:00:00.0
6806.540286,-49.26,1997-02-10 00:00:00.0
6858.1079,51.57,1997-02-11 00:00:00.0
6961.627962,103.52,1997-02-12 00:00:00.0
7022.431568,60.80,1997-02-13 00:00:00.0
6988.951101,-33.48,1997-02-14 00:00:00.0
6988.951101,0.00,1997-02-17 00:00:00.0
7067.457022,78.51,1997-02-18 00:00:00.0
7020.12257,-47.33,1997-02-19 00:00:00.0
6927.37783,-92.74,1997-02-20 00:00:00.0
6931.610993,4.23,1997-02-21 00:00:00.0
7008.192749,76.58,1997-02-24 00:00:00.0
7038.209718,30.02,1997-02-25 00:00:00.0
6983.178607,-55.03,1997-02-26 00:00:00.0
6925.068833,-58.11,1997-02-27 00:00:00.0
6877.73438,-47.33,1997-02-28 00:00:00.0
6918.911505,41.18,1997-03-03 00:00:00.0
6852.720239,-66.19,1997-03-04 00:00:00.0
6945.849812,93.13,1997-03-05 00:00:00.0
6944.695313,-1.15,1997-03-06 00:00:00.0
7000.880923,56.19,1997-03-07 00:00:00.0
7079.386843,78.51,1997-03-10 00:00:00.0
7085.159337,5.77,1997-03-11 00:00:00.0
7039.364217,-45.80,1997-03-12 00:00:00.0
6878.888879,-160.48,1997-03-13 00:00:00.0
6935.459322,56.57,1997-03-14 00:00:00.0
6955.475629,20.02,1997-03-17 00:00:00.0
6896.559725,-58.92,1997-03-18 00:00:00.0
6877.676423,-18.88,1997-03-19 00:00:00.0
6820.271183,-57.41,1997-03-20 00:00:00.0
6804.786875,-15.48,1997-03-21 00:00:00.0
6905.246045,100.46,1997-03-24 00:00:00.0
6876.165759,-29.08,1997-03-25 00:00:00.0
6880.697751,4.53,1997-03-26 00:00:00.0
6740.583647,-140.11,1997-03-27 00:00:00.0
6740.583647,0.00,1997-03-28 00:00:00.0
6583.474571,-157.11,1997-03-31 00:00:00.0
6611.044192,27.57,1997-04-01 00:00:00.0
6517.005346,-94.04,1997-04-02 00:00:00.0
6477.350411,-39.65,1997-04-03 00:00:00.0
6526.069331,48.72,1997-04-04 00:00:00.0
6555.904949,29.84,1997-04-07 00:00:00.0
6609.155862,53.25,1997-04-08 00:00:00.0
6563.835936,-45.32,1997-04-09 00:00:00.0
6540.042975,-23.79,1997-04-10 00:00:00.0
6391.690317,-148.35,1997-04-11 00:00:00.0
6451.894613,60.20,1997-04-14 00:00:00.0
6587.153616,135.26,1997-04-15 00:00:00.0
6679.868245,92.71,1997-04-16 00:00:00.0
6658.596058,-21.27,1997-04-17 00:00:00.0
6703.548605,44.95,1997-04-18 00:00:00.0
6660.201506,-43.35,1997-04-21 00:00:00.0
6833.589902,173.39,1997-04-22 00:00:00.0
6812.719077,-20.87,1997-04-23 00:00:00.0
6792.249613,-20.47,1997-04-24 00:00:00.0
6738.868463,-53.38,1997-04-25 00:00:00.0
6783.018287,44.15,1997-04-28 00:00:00.0
6962.025751,179.01,1997-04-29 00:00:00.0
7008.985109,46.96,1997-04-30 00:00:00.0
6976.474784,-32.51,1997-05-01 00:00:00.0
7071.196223,94.72,1997-05-02 00:00:00.0
7214.482467,143.29,1997-05-05 00:00:00.0
7225.319242,10.84,1997-05-06 00:00:00.0
7085.645256,-139.67,1997-05-07 00:00:00.0
7136.618234,50.97,1997-05-08 00:00:00.0
7169.52992,32.91,1997-05-09 00:00:00.0
7292.744624,123.21,1997-05-12 00:00:00.0
7274.200604,-18.54,1997-05-13 00:00:00.0
7286.151195,11.95,1997-05-14 00:00:00.0
7333.541466,47.39,1997-05-15 00:00:00.0
7194.667366,-138.87,1997-05-16 00:00:00.0
7228.87078,34.20,1997-05-19 00:00:00.0
7303.458946,74.59,1997-05-20 00:00:00.0
7290.684177,-12.77,1997-05-21 00:00:00.0
7258.129121,-32.56,1997-05-22 00:00:00.0
7345.904145,87.78,1997-05-23 00:00:00.0
7383.404273,37.50,1997-05-27 00:00:00.0
7357.220474,-26.18,1997-05-28 00:00:00.0
7330.178182,-27.04,1997-05-29 00:00:00.0
7331.036667,0.86,1997-05-30 00:00:00.0
7289.400122,-41.64,1997-06-02 00:00:00.0
7312.149987,22.75,1997-06-03 00:00:00.0
7269.654956,-42.50,1997-06-04 00:00:00.0
7305.282103,35.63,1997-06-05 00:00:00.0
7435.771895,130.49,1997-06-06 00:00:00.0
7478.49103,42.72,1997-06-09 00:00:00.0
7539.266707,60.78,1997-06-10 00:00:00.0
7575.820193,36.55,1997-06-11 00:00:00.0
7711.464457,135.64,1997-06-12 00:00:00.0
7782.033394,70.57,1997-06-13 00:00:00.0
7772.081366,-9.95,1997-06-16 00:00:00.0
7760.772243,-11.31,1997-06-17 00:00:00.0
7718.702307,-42.07,1997-06-18 00:00:00.0
7777.05738,58.36,1997-06-19 00:00:00.0
7796.50907,19.45,1997-06-20 00:00:00.0
7604.253987,-192.26,1997-06-23 00:00:00.0
7758.058054,153.80,1997-06-24 00:00:00.0
7689.978946,-68.08,1997-06-25 00:00:00.0
7654.242118,-35.74,1997-06-26 00:00:00.0
7687.717121,33.48,1997-06-27 00:00:00.0
7672.789079,-14.93,1997-06-30 00:00:00.0
7722.321227,49.53,1997-07-01 00:00:00.0
7795.379968,73.06,1997-07-02 00:00:00.0
7895.804976,100.43,1997-07-03 00:00:00.0
7858.483062,-37.32,1997-07-07 00:00:00.0
7962.302616,103.82,1997-07-08 00:00:00.0
7842.425917,-119.88,1997-07-09 00:00:00.0
7886.757678,44.33,1997-07-10 00:00:00.0
7921.814148,35.06,1997-07-11 00:00:00.0
7922.977353,1.16,1997-07-14 00:00:00.0
7975.700875,52.72,1997-07-15 00:00:00.0
8038.878422,63.18,1997-07-16 00:00:00.0
8020.761331,-18.12,1997-07-17 00:00:00.0
7890.459497,-130.30,1997-07-18 00:00:00.0
7906.718425,16.26,1997-07-21 00:00:00.0
8061.640921,154.92,1997-07-22 00:00:00.0
8088.353875,26.71,1997-07-23 00:00:00.0
8116.921276,28.57,1997-07-24 00:00:00.0
8113.439078,-3.48,1997-07-25 00:00:00.0
8121.102143,7.66,1997-07-28 00:00:00.0
8174.524334,53.42,1997-07-29 00:00:00.0
8254.889891,80.37,1997-07-30 00:00:00.0
8222.606164,-32.28,1997-07-31 00:00:00.0
8194.035047,-28.57,1997-08-01 00:00:00.0
8198.450043,4.42,1997-08-04 00:00:00.0
8187.531476,-10.92,1997-08-05 00:00:00.0
8259.304887,71.77,1997-08-06 00:00:00.0
8187.996017,-71.31,1997-08-07 00:00:00.0
8031.215357,-156.78,1997-08-08 00:00:00.0
8062.105462,30.89,1997-08-11 00:00:00.0
7960.835569,-101.27,1997-08-12 00:00:00.0
7928.317714,-32.52,1997-08-13 00:00:00.0
7942.023525,13.71,1997-08-14 00:00:00.0
7694.653695,-247.37,1997-08-15 00:00:00.0
7803.35624,108.70,1997-08-18 00:00:00.0
7918.097816,114.74,1997-08-19 00:00:00.0
8021.225872,103.13,1997-08-20 00:00:00.0
7893.941695,-127.28,1997-08-21 00:00:00.0
7887.902665,-6.04,1997-08-22 00:00:00.0
7859.565676,-28.34,1997-08-25 00:00:00.0
7782.221492,-77.34,1997-08-26 00:00:00.0
7787.331441,5.11,1997-08-27 00:00:00.0
7694.423283,-92.91,1997-08-28 00:00:00.0
7622.41946,-72.00,1997-08-29 00:00:00.0
7622.41946,0.00,1997-09-01 00:00:00.0
7879.775059,257.36,1997-09-02 00:00:00.0
7894.640364,14.87,1997-09-03 00:00:00.0
7867.232458,-27.41,1997-09-04 00:00:00.0
7822.402413,-44.83,1997-09-05 00:00:00.0
7835.179143,12.78,1997-09-08 00:00:00.0
7851.902611,16.72,1997-09-09 00:00:00.0
7719.274357,-132.63,1997-09-10 00:00:00.0
7660.976345,-58.30,1997-09-11 00:00:00.0
7742.965937,81.99,1997-09-12 00:00:00.0
7721.13252,-21.83,1997-09-15 00:00:00.0
7895.915549,174.78,1997-09-16 00:00:00.0
7886.429256,-9.49,1997-09-17 00:00:00.0
7922.716222,36.29,1997-09-18 00:00:00.0
7917.259707,-5.46,1997-09-19 00:00:00.0
7996.825206,79.57,1997-09-22 00:00:00.0
7970.059761,-26.77,1997-09-23 00:00:00.0
7906.702037,-63.36,1997-09-24 00:00:00.0
7848.008228,-58.69,1997-09-25 00:00:00.0
7922.171145,74.16,1997-09-26 00:00:00.0
7991.42261,69.25,1997-09-29 00:00:00.0
7945.254966,-46.17,1997-09-30 00:00:00.0
8015.488722,70.23,1997-10-01 00:00:00.0
8027.523742,12.04,1997-10-02 00:00:00.0
8038.572543,11.05,1997-10-03 00:00:00.0
8100.213223,61.64,1997-10-06 00:00:00.0
8178.305301,78.09,1997-10-07 00:00:00.0
8095.054235,-83.25,1997-10-08 00:00:00.0
8061.412757,-33.64,1997-10-09 00:00:00.0
8045.204967,-16.21,1997-10-10 00:00:00.0
8072.21795,27.01,1997-10-13 00:00:00.0
8096.284062,24.07,1997-10-14 00:00:00.0
8057.974741,-38.31,1997-10-15 00:00:00.0
7938.87008,-119.10,1997-10-16 00:00:00.0
7847.025938,-91.84,1997-10-17 00:00:00.0
7921.436392,74.41,1997-10-20 00:00:00.0
8060.430467,138.99,1997-10-21 00:00:00.0
8034.643382,-25.79,1997-10-22 00:00:00.0
7847.76462,-186.88,1997-10-23 00:00:00.0
7715.39904,-132.37,1997-10-24 00:00:00.0
7161.143711,-554.26,1997-10-27 00:00:00.0
7498.312887,337.17,1997-10-28 00:00:00.0
7506.662354,8.35,1997-10-29 00:00:00.0
7381.66788,-124.99,1997-10-30 00:00:00.0
7442.078733,60.41,1997-10-31 00:00:00.0
7674.390385,232.31,1997-11-03 00:00:00.0
7689.124739,14.73,1997-11-04 00:00:00.0
7692.562755,3.44,1997-11-05 00:00:00.0
7683.230998,-9.33,1997-11-06 00:00:00.0
7581.316416,-101.91,1997-11-07 00:00:00.0
7552.58639,-28.73,1997-11-10 00:00:00.0
7558.723739,6.14,1997-11-11 00:00:00.0
7401.313686,-157.41,1997-11-12 00:00:00.0
7487.755231,86.44,1997-11-13 00:00:00.0
7572.475803,84.72,1997-11-14 00:00:00.0
7698.20896,125.73,1997-11-17 00:00:00.0
7650.815418,-47.39,1997-11-18 00:00:00.0
7724.730798,73.92,1997-11-19 00:00:00.0
7826.601447,101.87,1997-11-20 00:00:00.0
7881.061902,54.46,1997-11-21 00:00:00.0
7767.915613,-113.15,1997-11-24 00:00:00.0
7808.947953,41.03,1997-11-25 00:00:00.0
7794.771843,-14.18,1997-11-26 00:00:00.0
7823.120084,28.35,1997-11-28 00:00:00.0
8013.103039,189.98,1997-12-01 00:00:00.0
8018.82441,5.72,1997-12-02 00:00:00.0
8032.001867,13.18,1997-12-03 00:00:00.0
8050.156678,18.15,1997-12-04 00:00:00.0
8149.126855,98.97,1997-12-05 00:00:00.0
8110.831862,-38.30,1997-12-08 00:00:00.0
8049.65934,-61.17,1997-12-09 00:00:00.0
7978.786746,-70.87,1997-12-10 00:00:00.0
7848.981638,-129.81,1997-12-11 00:00:00.0
7838.29087,-10.69,1997-12-12 00:00:00.0
7922.5876,84.30,1997-12-15 00:00:00.0
7976.300058,53.71,1997-12-16 00:00:00.0
7957.40123,-18.90,1997-12-17 00:00:00.0
7846.494951,-110.91,1997-12-18 00:00:00.0
7756.281346,-90.21,1997-12-19 00:00:00.0
7819.308107,63.03,1997-12-22 00:00:00.0
7691.763913,-127.54,1997-12-23 00:00:00.0
7660.124981,-31.64,1997-12-24 00:00:00.0
7679.308425,19.18,1997-12-26 00:00:00.0
7792.404254,113.10,1997-12-29 00:00:00.0
